time_sec,throughput_mbps
3.4871039390563965,7.177087024811962
4.366122722625732,2.463658608777565
4.878834009170532,6.7184478513828525
12.096725940704346,0.4743995502918692
15.05822229385376,7.411887974631877
15.684010028839111,2.9964017209558222
22.012471675872803,1.9704091204686682
29.1392240524292,8.865103378642097
43.919856548309326,7.257891356078721
44.501946449279785,4.381071662054355
45.68681979179382,2.7852053256384637
46.24409770965576,5.6567283831238235
59.18879818916321,0.47455842902448764
59.9512836933136,4.033045148895293
61.00723314285278,3.9302343590228292
63.270997524261475,2.823674411986468
